time,num_people,distance_dist
1601403365.289504,3,"[3.693314692211945e-05, 4.048016522290798e-05, 3.693314692211945e-05]"
1601403380.2985227,0,[]
1601403395.3109329,2,"[0.00012589581135320034, 0.00012589581135320034]"
1601403410.3232586,0,[]
1601403425.3316212,3,"[2.148836785868819e-05, 2.9430639599812924e-06, 2.9430639599812924e-06]"
1601403440.3413255,1,[0.0]
1601403455.3533416,2,"[1.6895666383511275e-05, 1.6895666383511275e-05]"
1601403470.3633277,0,[]
1601403485.368102,0,[]
1601403500.373133,1,[0.0]
1601403515.3774905,2,"[9.298372613870885e-06, 9.298372613870885e-06]"
1601403530.3897738,0,[]
1601403545.4021804,0,[]
1601403560.4104986,0,[]
1601403575.4188914,2,"[1.856286370257422e-05, 1.856286370257422e-05]"
1601403590.4295733,0,[]
1601403605.4391003,1,[0.0]
1601403620.4515305,0,[]
1601403635.463668,2,"[4.518080986011624e-05, 4.518080986011624e-05]"
1601403650.4684963,5,"[2.6822375431539103e-05, 1.9965507432109968e-05, 2.8334240233603827e-06, 1.3164031038585483e-05, 2.8334240233603827e-06]"
1601403665.4756308,1,[0.0]
1601403680.487824,2,"[2.2211656463187413e-05, 2.2211656463187413e-05]"
1601403695.5001698,0,[]
1601403710.5122397,4,"[6.061915942842075e-05, 6.061915942842075e-05, 2.799330179523133e-05, 2.799330179523133e-05]"
1601403725.524486,2,"[2.1213335477264917e-05, 2.1213335477264917e-05]"
1601403740.5247207,1,[0.0]
1601403755.529654,2,"[6.242583105554988e-05, 6.242583105554988e-05]"
1601403770.5387833,1,[0.0]
1601403785.5487144,1,[0.0]
1601403800.5610676,0,[]
1601403815.5612822,1,[0.0]
1601403830.5735996,1,[0.0]
1601403845.5859587,2,"[4.5332132968241126e-05, 4.5332132968241126e-05]"
1601403861.97701,2,"[3.4257411686855336e-05, 3.4257411686855336e-05]"
1601403876.9894283,1,[0.0]
1601403891.9969923,0,[]
1601403906.9982932,2,"[1.0050777059986e-05, 1.0050777059986e-05]"
1601403922.009333,0,[]
1601403937.0216062,0,[]
1601403952.0288277,0,[]
1601403967.041184,1,[0.0]
1601403982.0533273,3,"[0.00013217343489460974, 1.865396455950322e-05, 1.865396455950322e-05]"
1601403997.0613382,0,[]
1601404012.071408,0,[]
1601404027.072945,1,[0.0]
1601404042.0790522,0,[]
1601404057.09044,0,[]
1601404072.1029603,0,[]
1601404087.1141453,0,[]
1601404102.1250358,0,[]
1601404117.1374745,0,[]
1601404132.138617,0,[]
1601404147.151202,0,[]
1601404162.158659,0,[]
1601404177.170815,0,[]
1601404192.1831439,1,[0.0]
1601404207.18358,2,"[2.4076038142999953e-05, 2.4076038142999953e-05]"
1601404222.1893098,0,[]
1601404239.0306711,2,"[2.009701726612571e-05, 2.009701726612571e-05]"
1601404254.0413127,1,[0.0]
1601404269.053685,2,"[1.7143834335388496e-05, 1.7143834335388496e-05]"
1601404284.0541298,2,"[2.1893016339514996e-05, 2.1893016339514996e-05]"
1601404299.0666165,4,"[1.4914430723983645e-05, 1.4914430723983645e-05, 2.2483392127703848e-05, 4.526012686470247e-05]"
1601404314.078794,0,[]
1601404329.088467,2,"[1.0601200537659199e-05, 1.0601200537659199e-05]"
1601404344.1008277,0,[]
1601404359.1045809,3,"[1.8534727204851955e-05, 1.348525296820278e-06, 1.348525296820278e-06]"
1601404374.1169608,0,[]
1601404389.12936,0,[]
1601404404.141334,1,[0.0]
1601404419.14836,0,[]
1601404434.1607847,0,[]
1601404449.1726203,1,[0.0]
1601404464.18503,0,[]
1601404479.1973782,3,"[6.488679241133793e-06, 6.488679241133793e-06, 2.102950189755778e-05]"
1601404494.2087154,0,[]
1601404509.218347,0,[]
1601404524.230697,1,[0.0]
1601404539.2380726,1,[0.0]
1601404554.2483308,0,[]
1601404569.2589889,0,[]
1601404584.2685928,3,"[2.1037858111661303e-05, 2.51706823594046e-06, 2.51706823594046e-06]"
1601404599.273359,0,[]
1601404614.2856696,1,[0.0]
1601404629.2933247,0,[]
1601404644.305339,1,[0.0]
1601404659.3176658,2,"[3.5601438165030264e-07, 3.5601438165030264e-07]"
1601404674.323817,0,[]
1601404689.3293812,0,[]
1601404704.3331244,0,[]
1601404719.3393729,1,[0.0]
1601404734.351609,0,[]
1601404749.3622768,0,[]
1601404764.3707132,0,[]
1601404779.3804429,0,[]
1601404794.3894277,0,[]
1601404809.3907056,0,[]
1601404824.403193,0,[]
1601404839.4093428,0,[]
1601404854.4216442,1,[0.0]
1601404869.433902,0,[]
1601404884.435529,0,[]
1601404899.4479272,0,[]
1601404914.45925,0,[]
1601404929.4601927,0,[]
1601404944.46531,1,[0.0]
1601404959.4776285,0,[]
1601404974.4809713,0,[]
1601404989.4891207,0,[]
